--------------------------------------------------------------------------------------------------------------
[CMD] Listening on 127.0.0.1:5557

--------------------------------------------------------------------------------------------------------------
t=0.11s | view=populations | zeros=False
m1              L2_3_PYRAMIDAL              200     2.0090     0.0157
m1              L5_PYRAMIDAL                200     2.7963     0.0156
m1              INTERNEURONS                200     2.8019     0.0156
s1              L4_EXCITATORY               200     2.0087     0.0157
s1              L2_3_PYRAMIDAL              200     2.8009     0.0156
s1              L5_PYRAMIDAL                200     2.8005     0.0156
s1              L6_PYRAMIDAL                200     2.7998     0.0156
s1              INTERNEURONS                200     2.7997     0.0156
v1              L4_EXCITATORY               200     2.0085     0.0157
v1              L2_3_PYRAMIDAL              200     2.7954     0.0156
v1              L5_PYRAMIDAL                200     2.7939     0.0156
v1              L6_PYRAMIDAL                200     2.7973     0.0156
v1              INTERNEURONS                200     2.7993     0.0156
ca1             PYRAMIDAL_CELLS             100     1.0047     0.0157
ca1             INTERNEURONS                100     1.3982     0.0156
ca3             PYRAMIDAL_CELLS             150     1.5239     0.0158
ca3             INTERNEURONS                150     2.0783     0.0156
dentate_gyrus   GRANULE_CELLS               150     1.5076     0.0157
dentate_gyrus   INTERNEURONS                150     2.0972     0.0156
subiculum       PYRAMIDAL_CELLS             100     1.0064     0.0157
association_cortex L2_3_PYRAMIDAL              200     2.0061     0.0157
association_cortex L5_PYRAMIDAL_A              200     2.7977     0.0156
association_cortex L5_PYRAMIDAL_B              200     2.7970     0.0156
association_cortex INTERNEURONS                200     2.7937     0.0156
Intralaminar    RELAY_NEURONS                50     0.7006     0.0156
pfc             L2_3_PYRAMIDAL              200     2.0101     0.0157
pfc             L5_POLICY_A                 200     2.7968     0.0156
pfc             L5_POLICY_B                 200     2.7973     0.0156
pfc             L5_PYRAMIDAL_B              200     2.8025     0.0156
pfc             L6_PYRAMIDAL                200     2.7987     0.0156
pfc             INTERNEURONS                200     2.7997     0.0156
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0434     0.0157
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0695     0.0156
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0698     0.0156
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0704     0.0157
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0159
anterior_pituitary THYROTROPES                   1     0.0135     0.0154
anterior_pituitary GONADOTROPES                  1     0.0138     0.0155
anterior_pituitary SOMATOTROPES                  1     0.0141     0.0157
anterior_pituitary LACTOTROPES                   1     0.0141     0.0157
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0159
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0143     0.0157
lgn             RELAY_CELLS                  35     0.3449     0.0157
md              RELAY_CELLS                  50     0.5024     0.0157
mgb             RELAY_CELLS                  35     0.3434     0.0157
pulvinar        RELAY_CELLS                  50     0.5031     0.0157
trn             TRN_GABA                     50    19.3400     0.4346
vpl             RELAY_CELLS                  35     0.3446     0.0157
vpl             LOCAL_INTERNEURONS           35     0.4897     0.0156
vpm             RELAY_CELLS                  35     0.3453     0.0157
--------------------------------------------------------------------------------------------------------------
last: POKE ca3 += 0.2
>
--------------------------------------------------------------------------------------------------------------
t=1.60s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    14.9989     0.6769
gpi             GPi_OUTPUT                   25    23.2240     0.8571
snc             DOPAMINERGIC_NEURONS         20     0.2019     0.0158
stn             EXCITATORY_NEURONS           25     0.2451     0.0157
striatum        D1_MSN                       50     0.5054     0.0157
striatum        D2_MSN                       50     0.7048     0.0157
striatum        INTERNEURONS                 50     0.7024     0.0157
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0159
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0136     0.0155
locus_coeruleus NORADRENERGIC_NEURONS        10     0.1010     0.0157
raphe           SEROTONERGIC_NEURONS         10     0.1018     0.0157
vta             DOPAMINERGIC_NEURONS         20     0.2038     0.0157
vta             GABA_INTERNEURONS            20     0.2827     0.0157
cerebellar_cortex GRANULE_CELLS               300     3.0295     0.0157
cerebellar_cortex PURKINJE_CELLS              300     4.2320     0.0157
cerebellar_cortex INTERNEURONS                300     4.2234     0.0157
deep_nuclei     OUTPUT_NEURONS               50     0.5053     0.0157
a1              L4_EXCITATORY               200     2.0235     0.0157
a1              L2_3_PYRAMIDAL              200     2.8211     0.0157
a1              L6_PYRAMIDAL                200     2.8147     0.0157
a1              INTERNEURONS                200     2.8197     0.0157
insula          L2_3_PYRAMIDAL              200     2.0225     0.0157
insula          L5_PYRAMIDAL                200     2.8154     0.0157
insula          INTERNEURONS                200     2.8195     0.0157
m1              L2_3_PYRAMIDAL              200     2.0203     0.0157
m1              L5_PYRAMIDAL                200     2.8145     0.0157
m1              INTERNEURONS                200     2.8195     0.0157
s1              L4_EXCITATORY               200     2.0202     0.0157
s1              L2_3_PYRAMIDAL              200     2.8183     0.0157
s1              L5_PYRAMIDAL                200     2.8188     0.0157
s1              L6_PYRAMIDAL                200     2.8177     0.0157
s1              INTERNEURONS                200     2.8183     0.0157
v1              L4_EXCITATORY               200     2.0197     0.0157
v1              L2_3_PYRAMIDAL              200     2.8144     0.0157
v1              L5_PYRAMIDAL                200     2.8127     0.0157
v1              L6_PYRAMIDAL                200     2.8155     0.0157
v1              INTERNEURONS                200     2.8187     0.0157
ca1             PYRAMIDAL_CELLS             100     1.0107     0.0157
ca1             INTERNEURONS                100     1.4073     0.0157
ca3             PYRAMIDAL_CELLS             150     1.5327     0.0158
ca3             INTERNEURONS                150     2.0943     0.0156
dentate_gyrus   GRANULE_CELLS               150     1.5174     0.0157
dentate_gyrus   INTERNEURONS                150     2.1098     0.0157
subiculum       PYRAMIDAL_CELLS             100     1.0126     0.0157
association_cortex L2_3_PYRAMIDAL              200     2.0173     0.0157
association_cortex L5_PYRAMIDAL_A              200     2.8172     0.0157
association_cortex L5_PYRAMIDAL_B              200     2.8155     0.0157
association_cortex INTERNEURONS                200     2.8122     0.0157
Intralaminar    RELAY_NEURONS                50     0.7046     0.0157
pfc             L2_3_PYRAMIDAL              200     2.0219     0.0157
pfc             L5_POLICY_A                 200     2.8164     0.0157
pfc             L5_POLICY_B                 200     2.8153     0.0157
pfc             L5_PYRAMIDAL_B              200     2.8204     0.0157
pfc             L6_PYRAMIDAL                200     2.8176     0.0157
pfc             INTERNEURONS                200     2.8195     0.0157
hypothalamus    PARAVENTRICULAR_NUCLEUS       5     0.0438     0.0157
hypothalamus    LATERAL_HYPOTHALAMUS          5     0.0702     0.0157
hypothalamus    VENTROMEDIAL_NUCLEUS          5     0.0701     0.0156
hypothalamus    SUPRACHIASMATIC_NUCLEUS       5     0.0707     0.0157
anterior_pituitary CORTICOTROPES                 1     0.0000     0.0160
anterior_pituitary THYROTROPES                   1     0.0137     0.0155
anterior_pituitary GONADOTROPES                  1     0.0138     0.0156
anterior_pituitary SOMATOTROPES                  1     0.0142     0.0157
anterior_pituitary LACTOTROPES                   1     0.0141     0.0157
posterior_pituitary OXYTOCIN_NEURONS              1     0.0000     0.0159
posterior_pituitary VASOPRESSIN_NEURONS           1     0.0144     0.0158
lgn             RELAY_CELLS                  35     0.3468     0.0157
md              RELAY_CELLS                  50     0.5055     0.0157
mgb             RELAY_CELLS                  35     0.3455     0.0157
pulvinar        RELAY_CELLS                  50     0.5059     0.0157
trn             TRN_GABA                     50    19.4102     0.4363
vpl             RELAY_CELLS                  35     0.3468     0.0157
vpl             LOCAL_INTERNEURONS           35     0.4932     0.0157
vpm             RELAY_CELLS                  35     0.3474     0.0157
--------------------------------------------------------------------------------------------------------------
last: POKE ca3 += 0.2
>
--------------------------------------------------------------------------------------------------------------
t=1.70s | view=populations | zeros=False
REGION          POPULATION                  ASM       MASS       MEAN
gpe             GPE_OUTPUT                   25    15.0627     0.6800
gpi             GPi_OUTPUT                   25    23.3194     0.8608
snc             DOPAMINERGIC_NEURONS         20     0.2030     0.0158
stn             EXCITATORY_NEURONS           25     0.2466     0.0157
striatum        D1_MSN                       50     0.5082     0.0158
striatum        D2_MSN                       50     0.7091     0.0157
striatum        INTERNEURONS                 50     0.7071     0.0157
autonomic_system SYMPATHETIC_OUTFLOW           1     0.0000     0.0160
autonomic_system PARASYMPATHETIC_OUTFLOW       1     0.0138     0.0155
locus_coeruleus NORADRENERGIC_NEURONS        10     0.1012     0.0157
raphe           SEROTONERGIC_NEURONS         10     0.1025     0.0157
vta             DOPAMINERGIC_NEURONS         20     0.2050     0.0158
vta             GABA_INTERNEURONS            20     0.2842     0.0157
cerebellar_cortex GRANULE_CELLS               300     3.0470     0.0158
cerebellar_cortex PURKINJE_CELLS              300     4.2598     0.0157
cerebellar_cortex INTERNEURONS                300     4.2513     0.0157
deep_nuclei     OUTPUT_NEURONS               50     0.5086     0.0158
a1              L4_EXCITATORY               200     2.0342     0.0158
a1              L2_3_PYRAMIDAL              200     2.8386     0.0157
a1              L6_PYRAMIDAL                200     2.8316     0.0157
a1              INTERNEURONS                200     2.8368     0.0157
insula          L2_3_PYRAMIDAL              200     2.0335     0.0158
insula          L5_PYRAMIDAL                200     2.8323     0.0157
